domain,dataset,model,seed,example_id,source_row,label,k,full_utility,empty_selected_utility,oracle_utility,oracle_headroom,full_primary,oracle_primary,oracle_subset,attention_shapley_spearman,top_attention_harmful,harmful_item_fraction,sign_reversal_fraction,mean_marginal_spread,mean_abs_pair_interaction,max_abs_pair_interaction,mean_abs_loo_shapley_gap,attention,loo,shapley
mtpp,retweets,AttNHP,7,19,4948,,1,-3.234459400177002,-2.5926918983459473,-2.5926918983459473,0.6417675018310547,0.3333333432674408,0.3333333432674408,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.6417675018310547],[-0.6417675018310547]
mtpp,retweets,AttNHP,7,20,4949,,2,-0.5172255635261536,-0.5532853603363037,-0.5172255635261536,0.0,1.0,1.0,3,-0.9999999999999999,1.0,0.5,0.5,0.015325486660003662,0.015325486660003662,0.015325486660003662,0.007662743330001831,"[0.5480130314826965, 0.45198696851730347]","[0.006464064121246338, 0.04492121934890747]","[-0.0011986792087554932, 0.03725847601890564]"
mtpp,retweets,AttNHP,7,21,4950,,3,-2.1715500354766846,-2.0504355430603027,-1.8445630073547363,0.32698702812194824,0.3333333432674408,0.3333333432674408,1,1.0,0.0,0.6666666666666666,0.0,0.018067439397176106,0.009033719698588053,0.011364221572875977,0.0036730236477322264,"[0.48361891508102417, 0.25839969515800476, 0.2579813301563263]","[0.22212719917297363, -0.16866469383239746, -0.16968655586242676]","[0.21417244275410968, -0.1671901146570841, -0.16809682051340738]"
mtpp,retweets,AttNHP,7,22,4951,,1,-0.812571108341217,-0.8007529377937317,-0.8007529377937317,0.011818170547485352,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011818170547485352],[-0.011818170547485352]
mtpp,retweets,AttNHP,7,23,4952,,2,-0.7086789608001709,-0.6966071724891663,-0.6959362626075745,0.012742698192596436,1.0,1.0,1,0.9999999999999999,1.0,1.0,1.0,0.01337498426437378,0.01337498426437378,0.01337498426437378,0.00668749213218689,"[0.5000370740890503, 0.4999628961086273]","[-0.012704074382781982, -0.012742698192596436]","[-0.006016582250595093, -0.006055206060409546]"
mtpp,retweets,AttNHP,7,24,4953,,1,-0.6757234334945679,-0.761793851852417,-0.6757234334945679,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.08607041835784912],[0.08607041835784912]
mtpp,retweets,AttNHP,7,25,4954,,2,-3.2950615882873535,-2.692362070083618,-2.692362070083618,0.6026995182037354,0.3333333432674408,0.3333333432674408,0,-0.9999999999999999,1.0,1.0,0.0,0.021607160568237305,0.021607160568237305,0.021607160568237305,0.010803580284118652,"[0.6487818360328674, 0.3512181341648102]","[-0.4036855697631836, -0.22062110900878906]","[-0.39288198947906494, -0.2098175287246704]"
mtpp,retweets,AttNHP,7,26,4955,,1,-0.6757361888885498,-0.7617713212966919,-0.6757361888885498,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.08603513240814209],[0.08603513240814209]
mtpp,retweets,AttNHP,7,27,4956,,1,-0.9624791145324707,-1.0534539222717285,-0.9624791145324707,0.0,0.5,0.5,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.09097480773925781],[0.09097480773925781]
mtpp,retweets,AttNHP,7,28,4957,,2,-0.8118014335632324,-0.8455402851104736,-0.8118014335632324,0.0,0.5,0.5,3,-0.9999999999999999,0.0,0.0,0.0,0.0011717677116394043,0.0011717677116394043,0.0011717677116394043,0.0005858838558197021,"[0.7265605926513672, 0.2734394073486328]","[0.010054171085357666, 0.02251291275024414]","[0.010640054941177368, 0.023098796606063843]"
mtpp,retweets,AttNHP,7,29,4958,,3,-0.7593804597854614,-0.8346341848373413,-0.7579540014266968,0.0014264583587646484,0.5,0.5,3,1.0,0.0,0.0,0.3333333333333333,0.004155437151590983,0.0020777185757954917,0.0030770301818847656,0.001470347245534261,"[0.42634594440460205, 0.4174908399581909, 0.1561632752418518]","[0.03736311197280884, 0.03490602970123291, -0.0014264583587646484]","[0.038238972425460815, 0.035738736391067505, 0.0012760162353515625]"
mtpp,retweets,AttNHP,7,30,4959,,1,-0.6757349371910095,-0.7617725729942322,-0.6757349371910095,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.08603763580322266],[0.08603763580322266]
mtpp,retweets,AttNHP,7,31,4960,,1,-0.5470075607299805,-0.5508708357810974,-0.5470075607299805,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.0038632750511169434],[0.0038632750511169434]
mtpp,retweets,AttNHP,7,32,4961,,1,-0.9624994993209839,-1.0534627437591553,-0.9624994993209839,0.0,0.5,0.5,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.09096324443817139],[0.09096324443817139]
mtpp,retweets,AttNHP,7,33,4962,,2,-0.8118377923965454,-0.8455867767333984,-0.8118377923965454,0.0,0.5,0.5,3,-0.9999999999999999,0.0,0.0,0.0,0.0011716485023498535,0.0011716485023498535,0.0011716485023498535,0.0005858242511749268,"[0.7265645861625671, 0.27343541383743286]","[0.010072410106658936, 0.02250492572784424]","[0.010658234357833862, 0.023090749979019165]"
mtpp,retweets,AttNHP,7,34,4963,,1,-0.6757518649101257,-0.7617728114128113,-0.6757518649101257,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.08602094650268555],[0.08602094650268555]
mtpp,retweets,AttNHP,7,35,4964,,2,-0.8071938157081604,-0.7880942225456238,-0.7880942225456238,0.01909959316253662,0.5,0.5,0,-0.9999999999999999,1.0,1.0,0.0,0.004923880100250244,0.004923880100250244,0.004923880100250244,0.002461940050125122,"[0.6486703753471375, 0.3513295650482178]","[-0.00996333360671997, -0.004212379455566406]","[-0.012425273656845093, -0.006674319505691528]"
mtpp,retweets,AttNHP,7,36,4965,,1,-0.8125439882278442,-0.8007826805114746,-0.8007826805114746,0.011761307716369629,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011761307716369629],[-0.011761307716369629]
mtpp,retweets,AttNHP,7,37,4966,,2,-0.7086491584777832,-0.6965241432189941,-0.6958761811256409,0.012772977352142334,1.0,1.0,1,0.9999999999999999,1.0,1.0,1.0,0.013338983058929443,0.013338983058929443,0.013338983058929443,0.006669491529464722,"[0.5000167489051819, 0.4999832808971405]","[-0.012691020965576172, -0.012772977352142334]","[-0.00602152943611145, -0.006103485822677612]"
mtpp,retweets,AttNHP,7,38,4967,,1,-1.520912766456604,-1.1711158752441406,-1.1711158752441406,0.3497968912124634,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.3497968912124634],[-0.3497968912124634]
mtpp,retweets,AttNHP,7,39,4968,,2,-1.172370195388794,-1.1218911409378052,-1.0974631309509277,0.07490706443786621,0.5,0.5,1,0.9999999999999999,0.0,0.5,0.0,0.014739394187927246,0.014739394187927246,0.014739394187927246,0.007369697093963623,"[0.7515584230422974, 0.24844157695770264]","[0.03916740417480469, -0.07490706443786621]","[0.031797707080841064, -0.08227676153182983]"
mtpp,retweets,AttNHP,7,40,4969,,3,-0.6223185658454895,-0.7315181493759155,-0.6223185658454895,0.0,1.0,1.0,7,0.5,0.0,0.0,0.0,0.0010154048601786296,0.0005077024300893148,0.0012316703796386719,0.0005887746810913121,"[0.4341718256473541, 0.42364591360092163, 0.14218229055404663]","[0.04670208692550659, 0.04832184314727783, 0.015941977500915527]","[0.04600744446118672, 0.04760309060414632, 0.015589048465092976]"
mtpp,retweets,AttNHP,7,41,4970,,4,-0.913716733455658,-0.8604156970977783,-0.8604156970977783,0.05330103635787964,0.5,0.5,0,0.7999999999999999,1.0,1.0,0.0,0.003652900457382202,0.0012628038724263508,0.00530010461807251,0.001114877561728159,"[0.33935755491256714, 0.3342362642288208, 0.19031144678592682, 0.13609470427036285]","[-0.01153653860092163, -0.012769818305969238, -0.009309828281402588, -0.0219385027885437]","[-0.010158831874529522, -0.011409496267636616, -0.010412757595380146, -0.021319950620333355]"
mtpp,retweets,AttNHP,7,42,4971,,5,-0.8578096032142639,-0.836054801940918,-0.8292775750160217,0.028532028198242188,0.5,0.5,2,0.8999999999999998,0.0,0.6,0.6,0.007770669460296631,0.0018905594944953919,0.006324589252471924,0.0028746620814005534,"[0.26222699880599976, 0.2605917751789093, 0.2560119926929474, 0.1319383829832077, 0.08923079073429108]","[-0.003913402557373047, -0.0022722482681274414, -0.0050345659255981445, -0.002656877040863037, -0.019822895526885986]","[0.00035999814669291155, 0.0019734313090642294, -0.0008002609014511108, -0.0022510131200154625, -0.021036956707636514]"
mtpp,retweets,AttNHP,7,43,4972,,5,-0.781437337398529,-0.7814236283302307,-0.7726326584815979,0.008804678916931152,0.5,1.0,5,0.7,0.0,0.4,0.8,0.007645320892333984,0.001867586374282837,0.00404733419418335,0.0032716870307922365,"[0.20795972645282745, 0.2077435553073883, 0.20647075772285461, 0.20276473462581635, 0.10468976944684982]","[-0.0027771592140197754, -0.003956317901611328, -0.0027187466621398926, -0.004727482795715332, -0.0021924376487731934]","[0.0012212653954823812, 7.135272026062025e-05, 0.001305884122848511, -0.0007078190644582112, -0.0019043922424316407]"
mtpp,retweets,AttNHP,7,44,4973,,5,-0.770933210849762,-0.8564695715904236,-0.770933210849762,0.0,0.5,0.5,31,-0.3,0.0,0.0,0.0,0.001160907745361328,0.00027537941932678225,0.0008540749549865723,5.284547805785994e-05,"[0.1728115975856781, 0.17205341160297394, 0.17185822129249573, 0.1708168387413025, 0.1677115559577942]","[0.016738414764404297, 0.016678929328918457, 0.01762324571609497, 0.01661217212677002, 0.018147826194763184]","[0.016682150959968566, 0.016625928878784182, 0.01759063998858134, 0.016551845272382102, 0.018085795640945437]"
mtpp,retweets,AttNHP,7,45,4974,,5,-0.7101983428001404,-0.7818340063095093,-0.7101983428001404,0.0,1.0,1.0,31,0.0,0.0,0.0,0.0,0.0014496326446533203,0.00038555562496185304,0.000758051872253418,0.0008944749832153331,"[0.15398934483528137, 0.15387797355651855, 0.15330277383327484, 0.15236057341098785, 0.15144649147987366]","[0.013751804828643799, 0.013142704963684082, 0.013105213642120361, 0.013004481792449951, 0.014159083366394043]","[0.014674603939056396, 0.014021063844362894, 0.013977279265721641, 0.013931930065155033, 0.015030786395072937]"
mtpp,retweets,AttNHP,7,46,4975,,5,-0.8019717335700989,-0.7807391881942749,-0.7807391881942749,0.021232545375823975,0.5,0.5,0,0.0,1.0,1.0,0.0,0.0010009050369262696,0.00021363943815231324,0.0006625652313232422,0.00027264356613159173,"[0.14058829843997955, 0.14029429852962494, 0.13979747891426086, 0.1389831006526947, 0.13855494558811188]","[-0.0048798322677612305, -0.004198133945465088, -0.004125833511352539, -0.004074215888977051, -0.005317747592926025]","[-0.00459174911181132, -0.003935253620147705, -0.003894255558649699, -0.003824374079704285, -0.004986913005510966]"
mtpp,retweets,AttNHP,7,47,4976,,5,-0.7789226770401001,-0.7785694599151611,-0.775662362575531,0.003260314464569092,0.5,0.5,24,-0.6,1.0,0.6,1.0,0.0031581401824951174,0.0007977515459060669,0.001019299030303955,0.0014327764511108398,"[0.12780287861824036, 0.12724868953227997, 0.12715494632720947, 0.12635964155197144, 0.1263446807861328]","[-0.0014935731887817383, -0.0014230012893676758, -0.002209305763244629, -0.0009675025939941406, -0.0014237165451049805]","[-5.299746990203861e-05, -2.2921959559122664e-05, -0.0007507890462875367, 0.0004679024219512941, 5.588928858439167e-06]"
mtpp,retweets,AttNHP,7,48,4977,,1,-0.8125346302986145,-0.8007820248603821,-0.8007820248603821,0.011752605438232422,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011752605438232422],[-0.011752605438232422]
mtpp,retweets,AttNHP,7,49,4978,,2,-3.053605079650879,-2.4526724815368652,-2.4526724815368652,0.6009325981140137,0.3333333432674408,0.3333333432674408,0,-0.9999999999999999,1.0,1.0,0.0,0.018061161041259766,0.018061161041259766,0.018061161041259766,0.009030580520629883,"[0.5000439286231995, 0.49995607137680054]","[-0.3096022605895996, -0.30939149856567383]","[-0.3005716800689697, -0.30036091804504395]"
mtpp,retweets,AttNHP,7,50,4979,,3,-0.9175620675086975,-0.9473509788513184,-0.8478553295135498,0.0697067379951477,0.5,0.5,3,1.0,0.0,0.3333333333333333,0.0,0.014194448788960775,0.007097214460372925,0.009818732738494873,0.0031542579332987423,"[0.3675203025341034, 0.36744192242622375, 0.26503774523735046]","[0.05102205276489258, 0.050928711891174316, -0.0697067379951477]","[0.05277329683303832, 0.05268129706382751, -0.075665682554245]"
mtpp,retweets,AttNHP,7,51,4980,,4,-0.6547684669494629,-0.7418988347053528,-0.6547684669494629,0.0,1.0,1.0,15,0.19999999999999998,0.0,0.0,0.0,0.0008827298879623413,0.0004215786854426066,0.0008198022842407227,0.00016210973262787082,"[0.30243027210235596, 0.3023786246776581, 0.2977275848388672, 0.097463458776474]","[0.024767279624938965, 0.02480226755142212, 0.025892138481140137, 0.012317121028900146]","[0.024705712993939713, 0.024727756778399147, 0.025819068153699238, 0.011877829829851786]"
mtpp,retweets,AttNHP,7,52,4981,,1,-0.547004759311676,-0.5508787631988525,-0.547004759311676,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.0038740038871765137],[0.0038740038871765137]
mtpp,retweets,AttNHP,7,53,4982,,1,-0.9625054001808167,-1.053452491760254,-0.9625054001808167,0.0,0.5,0.5,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.09094709157943726],[0.09094709157943726]
mtpp,retweets,AttNHP,7,54,4983,,1,-0.8125161528587341,-0.8007879853248596,-0.8007879853248596,0.011728167533874512,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011728167533874512],[-0.011728167533874512]
mtpp,retweets,AttNHP,7,55,4984,,1,-0.8125107288360596,-0.8007789850234985,-0.8007789850234985,0.011731743812561035,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011731743812561035],[-0.011731743812561035]
mtpp,retweets,AttNHP,7,56,4985,,2,-0.7753437757492065,-0.8778727054595947,-0.7753437757492065,0.0,0.5,0.5,3,-0.9999999999999999,0.0,0.0,0.0,0.0018050670623779297,0.0018050670623779297,0.0018050670623779297,0.0009025335311889648,"[0.5000008344650269, 0.49999916553497314]","[0.05216681957244873, 0.05216717720031738]","[0.051264286041259766, 0.05126464366912842]"
mtpp,retweets,AttNHP,7,57,4986,,3,-0.7328871488571167,-0.8271486759185791,-0.7328871488571167,0.0,0.5,0.5,7,0.5,0.0,0.0,0.0,0.006988147894541423,0.0034940739472707114,0.0049370527267456055,0.0036693811416625955,"[0.38864362239837646, 0.3886435627937317, 0.22271279990673065]","[0.033025503158569336, 0.03302562236785889, 0.017202258110046387]","[0.036236355702082314, 0.036236474911371865, 0.021788696448008217]"
mtpp,retweets,AttNHP,7,58,4987,,4,-0.6835233569145203,-0.7729414701461792,-0.6835233569145203,0.0,1.0,1.0,15,1.0,0.0,0.0,0.0,0.008217334747314453,0.0027828017870585122,0.0037360191345214844,0.004248917102813719,"[0.31892815232276917, 0.3189278244972229, 0.18948212265968323, 0.1726618856191635]","[0.023680686950683594, 0.023681819438934326, 0.01447981595993042, 0.010580122470855713]","[0.028033932050069172, 0.028033256530761715, 0.018679658571879067, 0.014671266078948973]"
mtpp,retweets,AttNHP,7,59,4988,,5,-0.8391063213348389,-0.8176373839378357,-0.8176373839378357,0.021468937397003174,0.5,0.5,0,-0.6,1.0,1.0,0.2,0.003325033187866211,0.0008422315120697021,0.001770615577697754,0.0014050602912902836,"[0.27112042903900146, 0.2711201310157776, 0.16512399911880493, 0.1505996435880661, 0.14203576743602753]","[-0.004089474678039551, -0.004088640213012695, -0.005073666572570801, -0.001566469669342041, 0.0003746151924133301]","[-0.005216095844904582, -0.005216557780901591, -0.006693844000498455, -0.0031403243541717535, -0.0012021154165267947]"
mtpp,retweets,AttNHP,7,60,4989,,1,-0.5470026731491089,-0.5508856177330017,-0.5470026731491089,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.0038829445838928223],[0.0038829445838928223]
mtpp,retweets,AttNHP,7,61,4990,,2,-0.9834201335906982,-1.0693674087524414,-0.9834201335906982,0.0,0.5,0.5,3,0.9999999999999999,0.0,0.0,0.0,0.010598063468933105,0.010598063468933105,0.010598063468933105,0.005299031734466553,"[0.5000167489051819, 0.4999832212924957]","[0.04827761650085449, 0.04826772212982178]","[0.04297858476638794, 0.042968690395355225]"
mtpp,retweets,AttNHP,7,62,4991,,1,-0.5470025539398193,-0.5508840680122375,-0.5470025539398193,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.003881514072418213],[0.003881514072418213]
mtpp,retweets,AttNHP,7,63,4992,,2,-0.5370980501174927,-0.5538159608840942,-0.5370980501174927,0.0,1.0,1.0,3,-0.9999999999999999,0.0,0.0,0.0,0.016535282135009766,0.016535282135009766,0.016535282135009766,0.008267641067504883,"[0.5000030398368835, 0.49999698996543884]","[8.7738037109375e-05, 9.489059448242188e-05]","[0.008355379104614258, 0.008362531661987305]"
mtpp,retweets,AttNHP,7,64,4993,,3,-1.0167608261108398,-1.1007494926452637,-1.0167608261108398,0.0,0.5,0.5,7,-0.5,0.0,0.0,0.0,0.009955604871114096,0.004977802435557048,0.0059795379638671875,0.00530362129211426,"[0.33333703875541687, 0.33333301544189453, 0.3333298861980438]","[0.0332789421081543, 0.03328680992126465, 0.033333778381347656]","[0.02798746029535929, 0.027983645598093666, 0.028017560640970864]"
mtpp,retweets,AttNHP,7,65,4994,,4,-2.9482696056365967,-2.305436134338379,-2.305436134338379,0.6428334712982178,0.3333333432674408,0.3333333432674408,0,-0.7999999999999999,1.0,1.0,0.0,0.01163172721862793,0.0038906733194986978,0.004645824432373047,0.0058407783508300885,"[0.4465133547782898, 0.18449631333351135, 0.18449535965919495, 0.1844950020313263]","[-0.31101346015930176, -0.11839175224304199, -0.11841297149658203, -0.1183784008026123]","[-0.30416981379191077, -0.1128924290339152, -0.11291090647379556, -0.11286032199859619]"
mtpp,retweets,AttNHP,7,66,4995,,5,-0.5790998935699463,-0.5813730359077454,-0.5559878945350647,0.023111999034881592,1.0,1.0,17,0.0,0.0,0.6,0.8,0.013643038272857667,0.0034612387418746947,0.004719972610473633,0.005019629796346029,"[0.23432162404060364, 0.20018690824508667, 0.2001701444387436, 0.2001645267009735, 0.1651567965745926]","[-0.001514434814453125, -0.011681318283081055, -0.011714696884155273, -0.011713504791259766, 0.022635817527770996]","[0.0034763395786285406, -0.006471938888231913, -0.006474139293034872, -0.006474501887957256, 0.01821738282839457]"
mtpp,retweets,AttNHP,7,67,4996,,5,-1.2135870456695557,-1.2185933589935303,-1.1659595966339111,0.04762744903564453,0.5,0.5,29,0.0,0.0,0.2,0.0,0.002497410774230957,0.000605592131614685,0.0013642311096191406,0.001147739092508953,"[0.2631402909755707, 0.20447123050689697, 0.14493677020072937, 0.12915489077568054, 0.12914955615997314]","[0.02285146713256836, -0.04762744903564453, 0.009181618690490723, 0.013100624084472656, 0.01311349868774414]","[0.021288017431894936, -0.047564824422200516, 0.007799724737803141, 0.011738022168477375, 0.011745373407999677]"
mtpp,retweets,AttNHP,7,68,4997,,5,-1.0424976348876953,-1.066543698310852,-1.0129868984222412,0.0295107364654541,0.5,0.5,23,0.6,0.0,0.2,0.0,0.0037880182266235352,0.0009145528078079223,0.004715681076049805,0.0009363102912902828,"[0.24886877834796906, 0.24420541524887085, 0.10818664729595184, 0.10389373451471329, 0.09828293323516846]","[0.015467643737792969, 0.01900029182434082, 0.008115649223327637, -0.0295107364654541, 0.010920166969299316]","[0.016671723127365114, 0.020163512229919432, 0.008021579186121622, -0.03157724340756734, 0.010766492287317912]"
mtpp,retweets,AttNHP,7,69,4998,,5,-0.6426849961280823,-0.7023583650588989,-0.6426849961280823,0.0,1.0,1.0,31,0.8999999999999998,0.0,0.0,0.0,0.00199507474899292,0.0004958882927894592,0.0010486245155334473,0.0008322362105051677,"[0.20459170639514923, 0.19904232025146484, 0.1955527812242508, 0.08619726449251175, 0.07955685257911682]","[0.015715718269348145, 0.014825642108917236, 0.012561023235321045, 0.0033416748046875, 0.010023117065429688]","[0.01651192605495453, 0.01562998096148173, 0.013334705432256063, 0.004651133219401042, 0.009545623262723287]"
mtpp,retweets,AttNHP,7,70,4999,,5,-0.5813718438148499,-0.6262048482894897,-0.5813718438148499,0.0,1.0,1.0,31,0.9999999999999999,0.0,0.0,0.0,0.0028363943099975588,0.0007246106863021851,0.0011006593704223633,0.0010351995627085372,"[0.17064882814884186, 0.1662771850824356, 0.16086886823177338, 0.1008492261171341, 0.09354399889707565]","[0.010149657726287842, 0.009574413299560547, 0.007867276668548584, 0.009154558181762695, 0.005017638206481934]","[0.011095697681109112, 0.010505278905232748, 0.008822217583656313, 0.0081012894709905, 0.006308520833651224]"
mtpp,retweets,AttNHP,7,71,5000,,5,-0.9622368216514587,-0.9493410587310791,-0.9438995122909546,0.01833730936050415,0.5,0.5,23,0.49999999999999994,0.0,0.2,0.2,0.0009880185127258301,0.0002677381038665771,0.0006148815155029297,0.0002735737959543863,"[0.1547352522611618, 0.15081867575645447, 0.145790696144104, 0.09630988538265228, 0.08583226799964905]","[0.0006386041641235352, 0.0014213323593139648, 0.0032736659049987793, -0.01833730936050415, 0.0007121562957763672]","[0.0005707303682963053, 0.0013216346502304078, 0.0031347533067067465, -0.017955481012662252, 3.2599767049153636e-05]"
mtpp,retweets,AttNHP,7,72,5001,,5,-0.871675968170166,-0.8919079899787903,-0.871675968170166,0.0,0.5,0.5,31,0.0,0.0,0.0,0.0,0.0029072642326354982,0.0007146105170249939,0.0014356374740600586,0.0013197513421376547,"[0.146430104970932, 0.1459372341632843, 0.1424589604139328, 0.13992565870285034, 0.06891762465238571]","[0.0020177364349365234, 0.002422928810119629, 0.0027246475219726562, 0.004517197608947754, 0.0020796656608581543]","[0.003676495949427287, 0.004054751992225648, 0.004353475570678711, 0.006132088104883829, 0.0020152101914087932]"
mtpp,retweets,AttNHP,7,73,5002,,5,-0.7144481539726257,-0.7600345015525818,-0.7144481539726257,0.0,1.0,1.0,31,0.9999999999999999,0.0,0.0,0.0,0.0003915190696716309,9.360909461975098e-05,0.0002422928810119629,0.00023616552352905205,"[0.1289915293455124, 0.12779738008975983, 0.12738145887851715, 0.1243196651339531, 0.12218121439218521]","[0.009524345397949219, 0.00952291488647461, 0.0092049241065979, 0.008883953094482422, 0.007269382476806641]","[0.009769805272420247, 0.009736148516337076, 0.009437976280848184, 0.009107925494511922, 0.007534492015838622]"
mtpp,retweets,AttNHP,7,74,5003,,5,-0.6429395079612732,-0.6763814091682434,-0.6429395079612732,0.0,1.0,1.0,31,0.8999999999999998,0.0,0.0,0.0,0.0012295246124267578,0.0003246515989303589,0.0004703998565673828,0.0006615877151489261,"[0.11313730478286743, 0.11241337656974792, 0.11173748970031738, 0.10949598252773285, 0.10603055357933044]","[0.00649029016494751, 0.006452739238739014, 0.006249964237213135, 0.006040453910827637, 0.004900515079498291]","[0.007136198878288269, 0.007153275609016419, 0.006913496057192485, 0.006702555219332378, 0.005536375443140666]"
mtpp,retweets,AttNHP,7,75,5004,,5,-0.872920572757721,-0.8744860291481018,-0.8725751638412476,0.00034540891647338867,0.5,0.5,28,-0.9999999999999999,1.0,0.4,0.2,0.0001978635787963867,6.34804368019104e-05,0.00021892786026000977,5.5289268493652325e-05,"[0.10591553896665573, 0.10525934398174286, 0.1046132743358612, 0.10255151987075806, 0.09924066811800003]","[-0.00010788440704345703, -0.00013816356658935547, 0.00015270709991455078, 0.00034737586975097656, 0.0015878677368164062]","[-0.00018160144488016766, -0.00015353759129842123, 8.905331293741863e-05, 0.0003075291713078817, 0.001504012942314148]"
mtpp,retweets,AttNHP,7,76,5005,,5,-0.8086119890213013,-0.818181037902832,-0.8086119890213013,0.0,0.5,0.5,31,-0.8999999999999998,0.0,0.0,0.0,0.0018946170806884766,0.00047572702169418335,0.0006356239318847656,0.0008904337882995605,"[0.10297490656375885, 0.10257530957460403, 0.10202617943286896, 0.10168954730033875, 0.09925170242786407]","[0.000820457935333252, 0.0010322928428649902, 0.0008130669593811035, 0.0011014938354492188, 0.0013495683670043945]","[0.0017187118530273436, 0.0019179354111353553, 0.001725611090660096, 0.001990593473116557, 0.0022161970535914104]"
mtpp,retweets,AttNHP,7,77,5006,,5,-0.7491163015365601,-0.7827968597412109,-0.7491163015365601,0.0,0.5,0.5,31,0.8999999999999998,0.0,0.0,0.0,0.0002341032028198242,5.0871074199676515e-05,0.00017517805099487305,0.00014399290084838885,"[0.09380868822336197, 0.09342560172080994, 0.0930662676692009, 0.09255701303482056, 0.09225834906101227]","[0.0066893696784973145, 0.006658315658569336, 0.006505727767944336, 0.00668787956237793, 0.0064193010330200195]","[0.00682880977789561, 0.006825293103853862, 0.006652141610781351, 0.00680797298749288, 0.006566340724627177]"
mtpp,retweets,AttNHP,7,78,5007,,5,-0.7897163033485413,-0.7878428101539612,-0.7878428101539612,0.0018734931945800781,0.5,0.5,0,-0.8999999999999998,1.0,1.0,0.0,0.0001571178436279297,5.269944667816162e-05,0.00015234947204589844,5.4693222045898425e-05,"[0.08423495292663574, 0.08399520069360733, 0.08355769515037537, 0.08344575017690659, 0.08295127004384995]","[-0.0003750324249267578, -0.00037407875061035156, -0.0002557039260864258, -0.00039774179458618164, -0.00019747018814086914]","[-0.000445599357287089, -0.0004381487766901652, -0.00030962129433949787, -0.00042990346749623615, -0.00025022029876708984]"
mtpp,retweets,AttNHP,7,79,5008,,5,-0.7436836361885071,-0.772727370262146,-0.7436836361885071,0.0,1.0,1.0,31,0.7,0.0,0.0,0.0,0.00024532079696655275,6.802082061767578e-05,0.0001773834228515625,6.399154663085972e-05,"[0.08244114369153976, 0.08233457803726196, 0.08199788630008698, 0.08168282359838486, 0.08123451471328735]","[0.005778253078460693, 0.005760014057159424, 0.005751848220825195, 0.005667746067047119, 0.0057659149169921875]","[0.005850662787755332, 0.005848869681358337, 0.005820314089457194, 0.005701829989751181, 0.005822057525316874]"
mtpp,retweets,AttNHP,7,80,5009,,1,-0.8125468492507935,-0.8007867336273193,-0.8007867336273193,0.011760115623474121,0.5,0.5,0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[1.0],[-0.011760115623474121],[-0.011760115623474121]
mtpp,retweets,AttNHP,7,81,5010,,1,-0.9625154733657837,-1.053457260131836,-0.9625154733657837,0.0,0.5,0.5,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.09094178676605225],[0.09094178676605225]
mtpp,retweets,AttNHP,7,82,5011,,1,-0.4862346053123474,-0.5433050394058228,-0.4862346053123474,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.05707043409347534],[0.05707043409347534]
mtpp,retweets,AttNHP,7,83,5012,,1,-0.547003448009491,-0.5508829951286316,-0.547003448009491,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.003879547119140625],[0.003879547119140625]
mtpp,retweets,AttNHP,7,84,5013,,1,-0.48623791337013245,-0.5433046221733093,-0.48623791337013245,0.0,1.0,1.0,1,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1.0],[0.05706670880317688],[0.05706670880317688]
