domain,dataset,model,variant,path_role,seed,status,train_loss,eval_loss,primary_metric,metric_name,direction,accuracy,auc,mark_mrr,mrr,support_mrr,support_ap,support_auc,support_attention_mass,distractor_attention_mass,support_attention_ratio,support_warrant_mass,distractor_warrant_mass,support_mass_ratio,joint_nll,mae_time,rmse_location,gate_mean,warrant_logit_mean,edge_warrant_gate_mean,edge_warrant_attention_entropy,warrant_tail_mass_mean,warrant_active_blocks,warrant_replacements,metric_path,key_value_item,failure_bottleneck,warrant_path,elapsed_sec,output_dir
tkg,gdelt,xERTE,generic_qk_warrant,weak_path_generic_attention,37,completed,9.339848,9.500935,0.072869,mrr,higher,0.0685,,,0.072869,,,,,,,,,,,,,0.959685,3.564449,,,0.0,2.0,0.0,historical facts -> tail entity ranking score,historical temporal fact,repeated or stale facts can dominate copy/tail scores for the wrong query,query-conditioned historical tail contribution path,5.261447,experiments/warrant_need_score/outputs/tkg/gdelt/xERTE/generic_qk_warrant/seed_37
tkg,gdelt,xERTE,open_path_no_gate,metric_path_open_g_equals_one,37,completed,8.261026,8.661355,0.114824,mrr,higher,0.081,,,0.114824,,,,,,,,,,,,,1.0,0.0,,,1.0,0.0,0.0,historical facts -> tail entity ranking score,historical temporal fact,repeated or stale facts can dominate copy/tail scores for the wrong query,query-conditioned historical tail contribution path,5.42274,experiments/warrant_need_score/outputs/tkg/gdelt/xERTE/open_path_no_gate/seed_37
tkg,gdelt,xERTE,correct_path_warrant,metric_defining_path,37,completed,8.349468,8.656975,0.115852,mrr,higher,0.0825,,,0.115852,,,,,,,,,,,,,0.969394,3.760702,,,1.0,2.0,0.0,historical facts -> tail entity ranking score,historical temporal fact,repeated or stale facts can dominate copy/tail scores for the wrong query,query-conditioned historical tail contribution path,5.560218,experiments/warrant_need_score/outputs/tkg/gdelt/xERTE/correct_path_warrant/seed_37
tkg,gdelt,xERTE,shuffled_pairing,query_item_pairing_control,37,completed,8.349468,8.638532,0.113267,mrr,higher,0.076,,,0.113267,,,,,,,,,,,,,0.969368,3.758869,,,1.0,2.0,0.0,historical facts -> tail entity ranking score,historical temporal fact,repeated or stale facts can dominate copy/tail scores for the wrong query,query-conditioned historical tail contribution path,5.561287,experiments/warrant_need_score/outputs/tkg/gdelt/xERTE/shuffled_pairing/seed_37
ctdg,lastfm,DyGFormer,open_path_no_gate,metric_path_open_g_equals_one,7,completed,0.463736,0.490603,0.851001,auc,higher,0.766,0.851001,,,,,,,,,,,,,,,1.0,0.0,1.0,2.265538,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,10.836034,experiments/warrant_need_score/outputs/ctdg/lastfm/DyGFormer/open_path_no_gate/seed_7
ctdg,lastfm,DyGFormer,open_path_no_gate,metric_path_open_g_equals_one,17,completed,0.471544,0.485148,0.847547,auc,higher,0.75925,0.847547,,,,,,,,,,,,,,,1.0,0.0,1.0,1.945991,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,9.088033,experiments/warrant_need_score/outputs/ctdg/lastfm/DyGFormer/open_path_no_gate/seed_17
ctdg,lastfm,DyGFormer,open_path_no_gate,metric_path_open_g_equals_one,37,completed,0.497003,0.478361,0.861151,auc,higher,0.7785,0.861151,,,,,,,,,,,,,,,1.0,0.0,1.0,2.005275,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,9.105195,experiments/warrant_need_score/outputs/ctdg/lastfm/DyGFormer/open_path_no_gate/seed_37
mtpp,retweets,AttNHP,open_path_no_gate,metric_path_open_g_equals_one,7,completed,95.503222,41.007824,0.771019,mark_mrr,higher,0.564477,,0.771019,,,,,,,,,,,,4015.168467,,0.114582,0.0,,,,1.0,0.0,past marked events -> candidate mark logits,past marked event,the same event history can support one candidate mark while acting as a shortcut for another,candidate-wise event-history weighted term,2.905594,experiments/warrant_need_score/outputs/mtpp/retweets/AttNHP/open_path_no_gate/seed_7
mtpp,retweets,AttNHP,open_path_no_gate,metric_path_open_g_equals_one,17,completed,97.589406,40.894917,0.769262,mark_mrr,higher,0.562855,,0.769262,,,,,,,,,,,,4003.406837,,0.114582,0.0,,,,1.0,0.0,past marked events -> candidate mark logits,past marked event,the same event history can support one candidate mark while acting as a shortcut for another,candidate-wise event-history weighted term,2.733454,experiments/warrant_need_score/outputs/mtpp/retweets/AttNHP/open_path_no_gate/seed_17
mtpp,retweets,AttNHP,open_path_no_gate,metric_path_open_g_equals_one,37,completed,97.389926,40.896503,0.746283,mark_mrr,higher,0.517437,,0.746283,,,,,,,,,,,,4002.171117,,0.114582,0.0,,,,1.0,0.0,past marked events -> candidate mark logits,past marked event,the same event history can support one candidate mark while acting as a shortcut for another,candidate-wise event-history weighted term,2.74983,experiments/warrant_need_score/outputs/mtpp/retweets/AttNHP/open_path_no_gate/seed_37
rag,hotpotqa,FiD,open_path_no_gate,metric_path_open_g_equals_one,7,completed,0.807748,2.303608,0.558465,support_mrr,higher,,,,,0.558465,0.543994,0.560228,0.250883,0.749117,0.250883,0.250883,0.749117,0.250883,,,,1.0,0.0,,,,,,retrieved passages -> support passage ranking score,retrieved passage,distractor passages can be relevant to the question while not being supporting evidence,question-conditioned passage weighted term,76.104972,experiments/warrant_need_score/outputs/rag/hotpotqa/FiD/open_path_no_gate/seed_7
rag,hotpotqa,FiD,open_path_no_gate,metric_path_open_g_equals_one,17,completed,0.773165,2.378277,0.543616,support_mrr,higher,,,,,0.543616,0.530303,0.545155,0.256564,0.743436,0.256564,0.256564,0.743436,0.256564,,,,1.0,0.0,,,,,,retrieved passages -> support passage ranking score,retrieved passage,distractor passages can be relevant to the question while not being supporting evidence,question-conditioned passage weighted term,76.015038,experiments/warrant_need_score/outputs/rag/hotpotqa/FiD/open_path_no_gate/seed_17
rag,hotpotqa,FiD,open_path_no_gate,metric_path_open_g_equals_one,37,completed,0.806697,2.262594,0.566466,support_mrr,higher,,,,,0.566466,0.549584,0.557901,0.257688,0.742312,0.257688,0.257688,0.742312,0.257688,,,,1.0,0.0,,,,,,retrieved passages -> support passage ranking score,retrieved passage,distractor passages can be relevant to the question while not being supporting evidence,question-conditioned passage weighted term,76.130321,experiments/warrant_need_score/outputs/rag/hotpotqa/FiD/open_path_no_gate/seed_37
stpp,earthquake,DeepSTPP,open_path_no_gate,metric_path_open_g_equals_one,7,completed,3.393231,9.541883,2.23224,rmse_location,lower,,,,,,,,,,,,,,9.541883,0.264236,2.23224,0.98775,0.0,,,,1.0,0.0,past spatio-temporal events -> next-location dynamics,past spatio-temporal event,nearby or recent events can shift continuous location dynamics in the wrong direction,prediction-state event-history weighted term before the location head,2.368549,experiments/warrant_need_score/outputs/stpp/earthquake/DeepSTPP/open_path_no_gate/seed_7
stpp,earthquake,DeepSTPP,open_path_no_gate,metric_path_open_g_equals_one,17,completed,3.392405,9.477702,2.237763,rmse_location,lower,,,,,,,,,,,,,,9.477702,0.243018,2.237763,0.98775,0.0,,,,1.0,0.0,past spatio-temporal events -> next-location dynamics,past spatio-temporal event,nearby or recent events can shift continuous location dynamics in the wrong direction,prediction-state event-history weighted term before the location head,2.34803,experiments/warrant_need_score/outputs/stpp/earthquake/DeepSTPP/open_path_no_gate/seed_17
stpp,earthquake,DeepSTPP,open_path_no_gate,metric_path_open_g_equals_one,37,completed,3.39216,9.569522,2.204471,rmse_location,lower,,,,,,,,,,,,,,9.569522,0.249001,2.204471,0.98775,0.0,,,,1.0,0.0,past spatio-temporal events -> next-location dynamics,past spatio-temporal event,nearby or recent events can shift continuous location dynamics in the wrong direction,prediction-state event-history weighted term before the location head,2.34216,experiments/warrant_need_score/outputs/stpp/earthquake/DeepSTPP/open_path_no_gate/seed_37
